,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158
0,0,A.K.Tolstoy,Akhsharumov,Aksakov,Alekseyev,Amfiteatrov,Annenskaya,Apraksin,Apukhtin,Askochenskiy,Avdeyev,Avenarius,Begichev,Bestuzhev,Bestuzhev_marlinskiy,Blok,Boborykin,Bryusov,Bulgarin,Butkov,Chekhov,Chernyshevskiy,Dal,Danilevskiy,Dmitriyev,Dostoevsky,Driyanskiy,Druzhinin,Durova,Ertel,Filippov,Furman,Gan,Garin_mikhaylovskiy,Garshin,Gertsen,Geyntse,Gippius,Glinkav,Gogol,Goncharov,Gorkiy,Gorky,Grebenka,Grech,Grigorovich,Herzen,Iogel,Kalashnikov,Karnovich,Khomyakov,Khvoshchinskaya,Kogan,Kokhanovskaya,Kokorev,Kolbasin,Konshin,Kornilovich,Korolenko,Krasnitskiy,Krasnova,Krestovskaya,Kryukov,Kryzhanovskaya,Kugushev,Kulchitskiy,Kuprin,Kushchevskiy,Lazhechnikov,Lebedev,Leontyev,Leontyev_shcheglov,Lermontov,Leskov,Levitov,Leykin,Linev,Lukhmanova,Machtet,Maklakova_nelidova,Maksimov,Mamin_sibiryak,Markevich,Masalskiy,Melnikov,Menshikov,Merder,Mikhaylov,Mordovtsev,Moskvin,Narezhnyy,Naumov,Nekrasov,Nekrasov_i_dr,Nemirovich_danchenko,Nikitin,Odoyevskiy,Omulevskiy,Panayev,Panayeva,Pavlov,Pisemskiy,Pleshcheyev,Pogodin,Pogorelskiy,Polevoy,Polevoypn,Pomyalovskiy,Potapenko,Poznyakov,Pushkin,Remezov,Reshetnikov,Rostopchina,Salias,Salov,Saltykov_shchedrin,Senkovskiy,Shalikova,Shapir,Sheller_mikhaylov,Shklyarevskiy,Sholokhov,Slavutinskiy,Sleptsov,Sokolovskiy,Sollogub,Solovyevvs,Somov,Stanyukovich,Starostin,Sukhonin,Tan_bogoraz,Teleshov,Terpigorev,Timofeyev,Tolstoy,Tur,Turgenev,Uspenskiyg,Veltman,Veltmane,Veresayev,Vereshchagin,Veselitskaya,Volkonskiy,Vonlyarlyarskiy,Yakubovich,Yasinskiy,Yelpatyevskiy,Yermolova,Yurkovskiy,Zagoskin,Zasodimskiy,Zhadovskaya,Zhelikhovskaya,Zhukova,Zlatovratskiy,Zotov
135,Timofeyev,4160.562834,2870.674955,4463.753054,4587.968811,2529.287708,5452.102219,3099.63445,3646.605817,2800.1022,3192.45103,3503.122012,2557.99518,2869.202118,5212.95521,4245.838159,7813.504328,7932.746699,7537.280852,2088.4683090198064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Tolstoy,17986.49947,17713.73933,17790.51299,17916.4889,17918.86718,18043.97094,17926.54179,17770.17345,17749.72248,17612.99497,17701.7723,17798.18996,17754.26624,18004.42111,18171.9355,17867.55966,18227.98128,-1,18020.7904558939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Tur,4224.649884,3376.943539,4512.443762,4651.652266,3384.028514,5488.511574,3464.53343,3731.137986,3326.658026,3439.794361,3596.652649,3309.77773,3407.83968,5291.145564,4393.578657,7817.113193,7987.028641,7572.507179790353,3380.5352867983083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Turgenev,10313.1772,10169.53781,10209.95741,10253.58581,10260.15307,10390.79141,10294.12771,10176.20327,10141.23187,10100.48577,10193.57254,10211.16958,10201.3904,10366.53564,10443.96593,10473.61756,10677.06919,10630.212569684974,10283.755615160913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Uspenskiyg,4142.881242,2952.130623,4447.425464,4568.848628,2772.767683,5436.852912,3141.726268,3664.104823,2866.600581,3240.316443,3541.946061,2728.926189,2934.685325,5220.253792,4371.338474,7704.949072,7940.767727,7466.293147390642,2713.8155270833263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Veltman,7332.812971,7259.573145,7335.343306,7327.931125,7289.480889,7547.935603,7329.4331,7319.495602,7175.357758,7270.456525,7306.178006,7200.537372,7256.940109,7423.575467,7401.144128,8183.251689,8354.974894,7891.826354205511,7299.242757998431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Veltmane,4173.253348,2860.884313,4472.886054,4587.166569,2499.846557,5508.868369,3084.846157,3648.835354,2698.609287,3178.547377,3483.881725,2451.953036,2847.095373,5183.745917,4180.176826,7847.524811,7955.62221,7588.520993302206,2055.6628614210013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Veresayev,4201.015716,2908.575325,4492.290043,4618.303046,2565.266686,5477.37675,3129.094401,3684.785119,2837.843964,3229.14244,3547.580429,2608.233314,2923.903828,5307.54055,4333.396759,7848.904804,8105.985983,7609.5935745821125,2233.9684709203257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Vereshchagin,4190.383796,2937.319831,4461.235477,4599.667814,2604.272816,5432.02516,3130.366714,3663.335409,2868.98263,3238.617443,3543.698762,2638.583364,2924.567945,5258.070713,4421.401757,7708.346697,8018.22659,7550.887889045732,2503.475876720845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Veselitskaya,4128.835265,2872.548331,4429.88686,4575.328091,2528.328233,5437.25444,3091.462056,3621.02882,2719.905055,3183.725007,3491.268629,2479.394883,2871.165172,5225.581871,4271.095815,7722.794046,8007.730973,7552.593770731547,2259.5001832658168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Volkonskiy,5003.060991,4825.024462,5036.373624,5048.471795,4872.602711,5642.14583,4896.367976,4915.545339,4814.906072,4842.582356,4921.96783,4824.032872,4828.087178,5437.596007,5077.27086,7833.799453,8048.306316,7590.427860821373,4860.138773716689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Vonlyarlyarskiy,4233.721411,3527.359473,4526.022396,4663.85767,3537.486173,5514.530777,3583.68972,3757.938412,3490.973881,3565.417125,3653.735794,3497.298307,3525.802603,5309.338703,4446.791242,7805.096037,8029.37648,7516.074402511332,3499.3062656925863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Yakubovich,6034.929841,5848.261953,6046.900539,6070.007834,5899.753674,6179.935671,5924.845309,5971.836897,5849.816353,5876.201176,5937.673292,5868.592103,5925.19139,6113.673596,6078.27406,7993.818892,8182.229179,7760.884540591126,5883.093395855516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Yasinskiy,4242.141157,2991.379885,4520.752012,4643.587776,2967.949747,5480.120928,3184.754159,3712.738532,2959.794861,3274.168487,3575.128109,2963.445377,3011.408577,5309.612743,4395.28,7787.96573,8025.951416,7620.890293736149,2952.4152110357168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Yelpatyevskiy,4133.2178,2910.519916,4446.293574,4574.310155,2563.935774,5470.085286,3122.271682,3666.937018,2747.477748,3220.100583,3518.752848,2515.57045,2902.767024,5215.892276,4255.42229,7752.130713,8019.231136,7515.401426700079,2349.6043281818656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Yermolova,4183.948256,2922.550761,4463.848038,4599.815057,2771.150073,5443.067257,3131.441016,3662.347425,2864.793235,3213.74088,3541.30738,2741.170175,2908.854392,5283.078581,4378.054999,7784.675747,8012.241238,7576.556236974496,2740.4456976376778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Yurkovskiy,4207.646749,2906.582618,4502.065448,4632.067397,2553.586316,5510.948436,3111.174987,3670.975088,2816.558381,3219.377008,3526.159349,2585.897269,2893.728174,5301.177548,4348.508339,7834.523049,8091.953468,7685.744989330227,2093.733975672969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Zagoskin,9467.131983,9404.488715,9441.913645,9458.463982,9459.593698,9658.937315,9486.485115,9437.716522,9319.214902,9401.390239,9423.141269,9382.29152,9393.726563,9562.8802,9611.174477,9723.316767,9927.244812,9758.04097035795,9448.48190315524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Zasodimskiy,4175.149771,2935.718236,4469.935241,4617.071408,2573.314096,5496.858036,3145.295398,3694.162127,2841.583199,3242.014708,3555.391297,2612.069222,2930.458721,5301.969222,4317.57095,7847.476623,8148.2198,7619.191840691775,2292.0956037868696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Zhadovskaya,4427.517778,4214.053083,4593.682577,4730.805112,4229.411131,5540.273853,4304.515115,4330.380444,4200.804889,4238.489002,4322.047605,4207.957286,4247.466568,5383.041817,4506.448892,7845.428537,8113.098123,7679.577075575572,4234.11842995851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Zhelikhovskaya,4229.555955,3092.198117,4505.549523,4648.644509,3098.059805,5459.047352,3192.401407,3707.218756,3052.541049,3281.363161,3577.542269,3043.37994,3129.242207,5297.818311,4382.421002,7805.376173,8025.409982,7596.8555685685515,3072.41209323503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Zhukova,4162.452566,2889.187705,4455.707722,4606.310772,2528.79235,5483.363369,3094.655934,3642.769712,2799.131384,3200.396907,3517.273699,2558.947752,2871.069145,5283.739967,4223.444959,7812.740525,8056.852083,7593.275125148212,2083.070279382166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Zlatovratskiy,4220.406645,3579.419053,4520.380081,4651.048045,3589.87107,5533.979258,3646.534361,3777.737394,3539.367713,3626.224727,3699.936807,3551.612051,3611.921513,5301.108232,4405.86329,7792.274675,8058.553809,7507.584700472519,3555.4884589161334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Zotov,4344.017063,4142.171589,4616.69852,4709.91195,4165.07226,5583.858703,4211.438942,4257.16887,4131.969442,4179.068409,4255.244363,4107.477664,4134.477975,5361.149499,4550.845609,7855.526824,8052.58633,7534.561373811579,4148.623542687782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
